	PA3423	PA0084	PA2455	PA3029	PA1588	PA2220	PA4656	PA3585	PA1325	PA3067	PA1018	PA3558	PA2145	PA4624	PA5159	PA1429	PA5032	PA4551	PA1532	PA2918	PA0748	PA4370	PA3387	PA4813	PA4142	PA1365	PA1214	PA1687	PA0638	PA1558	PA2809	PA2648	PA0193	PA3770	PA2792	PA0221	PA4197	PA3414	PA0029	PA0055	PA5460	PA1342	PA4772	PA1466	PA2356	PA0816	PA5367	PA3406	PA0868	PA4755	PA1489	PA3083	PA1909	PA4309	PA4903	PA2713	PA0330	PA1907	PA0982	PA4103	PA1774	PA4567	PA5508	PA1524	PA2118	PA4842	PA3564	PA4264	PA1064	PA0341	PA1345	PA2478	PA0077	PA1232	PA1878	PA2875	PA4436	PA2812	PA1286	PA3173	PA2662	PA0106	PA0405	PA0499	PA3658	PA0644	PA3190	PA1471	PA0096	PA3023	PA1766	PA4217	PA0996	PA3950	PA5115	PA0505	PA0114	PA5150	PA4042	PA2678	PA5112	PA3528	PA4610	PA1692	PA3056	PA5552	PA0999	PA4667	PA1252	PA0672	PA4146	PA1382	PA2816	PA1939	PA1706	PA1370	PA1363	PA2418	PA1255	PA4504	PA0760	PA4358	PA0028	PA1225	PA0027	PA5509	PA4155	PA1552	PA5091	PA0803	PA2217	PA4237	PA3404	PA0556	PA3861	PA3494	PA1527	PA2043	PA1547	PA0233	PA3128	PA2772	PA1475	PA3309	PA1491	PA1493	PA4792	PA4347	PA2090	PA3466	PA4305	PA3501	PA2727	PA1006	PA0569	PA5393	PA3858	PA1637	PA5263	PA5207	PA4789	PA1694	PA1130	PA4453	PA1960	PA2770	PA4760	PA2451	PA1049	PA4513	PA4281	PA0497	PA2182	PA3579	PA0372	PA3053	PA4334	PA4494	PA4814	PA0901	PA5274	PA0571	PA1306	PA3115	PA5319	PA0299	PA2307	PA3722	PA3094	PA3367	PA2577	PA3764	PA5116	PA2218	PA2614	PA4125	PA4024	PA0425	PA2225	PA3735
GSM356958.CEL	0.98701	0.98701	0.98701	0.98701	0.98701	0.98701	0.98701	0.98701	0.98701	0.98701	0.98701	0.98701	0.98701	0.98701	0.98701	0.98701	0.98701	0.98701	0.98701	0.98701	0.98701	0.98701	0.98701	0.98701	0.98701	0.98701	0.98701	0.98701	0.98701	0.98701	0.98701	0.98701	0.98701	0.98701	0.98701	0.98701	0.98701	0.98701	0.98701	0.98701	0.98701	0.98701	0.98701	0.98701	0.98701	0.98701	0.98701	0.98701	0.98701	0.98701	0.98701	0.98701	0.98701	0.98701	0.98701	0.98701	0.98701	0.98701	0.98701	0.98701	0.98701	0.98701	0.98701	0.98701	0.98701	0.98701	0.98701	0.98701	0.98701	0.98701	0.98701	0.98701	0.98701	0.98701	0.98701	0.98701	0.98701	0.98701	0.98701	0.98701	0.98701	0.98701	0.98701	0.98701	0.98701	0.98701	0.98701	0.98701	0.98701	0.98701	0.98701	0.98701	0.98701	0.98701	0.98701	0.98701	0.98701	0.98701	0.98701	0.98701	0.59869	0.85738	0.64156	0.75032	0.44574	0.72997	0.64866	0.93052	0.80778	0.43594	0.8638	0.79862	0.3684	0.41613	0.3449	0.27824	0.41867	0.55582	0.28846	0.38823	0.37386	0.58518	0.65549	0.70803	0.60516	0.6446	0.45822	0.39951	0.65455	0.36521	0.43913	0.7231	0.7292	0.38713	0.90657	0.98008	0.87903	0.35035	0.49126	0.62181	0.45771	0.53802	0.5316	0.56809	0.32409	0.8192	0.74209	0.67744	0.46758	0.93628	0.37589	1	1	0.5953	0.9131	1	0.84713	0.22027	0.82549	0.57627	0.95724	0.65122	0.44742	0.82245	0.28681	0.65138	0.57677	0.41815	0.65071	0.81657	0.71166	0.37799	0.40387	0.89911	0.91962	0.75554	0.59191	0.32389	1	0.40813	0.89639	0.97784	0.34816	0.61582	0.5668	0.9126	0.40668	0.59176	0.75119	0.60432	0.49378	1	0.87521	0.55111	0.67053	0.53049	0.52978	0.66975	0.38336	0.70511
GSM1267097_HZI1961_Pae_G1a.CEL	0.99032	0.99032	0.99032	0.99032	0.99032	0.99032	0.99032	0.99032	0.99032	0.99032	0.99032	0.99032	0.99032	0.99032	0.99032	0.99032	0.99032	0.99032	0.99032	0.99032	0.99032	0.99032	0.99032	0.99032	0.99032	0.99032	0.99032	0.99032	0.99032	0.99032	0.99032	0.99032	0.99032	0.99032	0.99032	0.99032	0.99032	0.99032	0.99032	0.99032	0.99032	0.99032	0.99032	0.99032	0.99032	0.99032	0.99032	0.99032	0.99032	0.99032	0.99032	0.99032	0.99032	0.99032	0.99032	0.99032	0.99032	0.99032	0.99032	0.99032	0.99032	0.99032	0.99032	0.99032	0.99032	0.99032	0.99032	0.99032	0.99032	0.99032	0.99032	0.99032	0.99032	0.99032	0.99032	0.99032	0.99032	0.99032	0.99032	0.99032	0.99032	0.99032	0.99032	0.99032	0.99032	0.99032	0.99032	0.99032	0.99032	0.99032	0.99032	0.99032	0.99032	0.99032	0.99032	0.99032	0.99032	0.99032	0.99032	0.99032	0.52968	1	0.84025	0.49796	0.48002	1	1	0.83382	0.41473	0.2562	0.47388	0.90362	0.6802	0.74603	0.23926	0.36186	0.44838	0.51	0.22136	0.62207	0.92528	0.48345	0.42842	0.34375	0.33971	0.2793	0.25499	0.94991	0.51881	0.69327	0.44641	1	0.4282	0.51043	1	0.65019	0.89345	0.36389	0.45768	0.44936	0.34991	0.54098	0.79665	1	0.42892	0.69537	0.70046	0.85971	0.2435	0.71344	0.89341	0.53942	0.80701	0.57075	0.42128	0.27505	0.65476	0.13258	1	0.43464	0.9552	0.47479	0.76878	0.98746	0.40481	0.72834	1	0.38275	1	0.31389	0.73562	0.24038	0.48451	0.68046	0.81867	0.79374	0.31087	0.91912	0.42241	0.56622	0.6911	0.77337	0.64321	1	0.64642	0.78929	0.2437	0.73631	0.65836	0.3322	0.81034	0.76003	0.40584	0.55728	0.88785	0.2738	0.54929	0.96911	0.39872	0.76549
GSM1133186_Weiqing_He_L-Glu-1_021810.CEL	0.99064	0.99064	0.99064	0.99064	0.99064	0.99064	0.99064	0.99064	0.99064	0.99064	0.99064	0.99064	0.99064	0.99064	0.99064	0.99064	0.99064	0.99064	0.99064	0.99064	0.99064	0.99064	0.99064	0.99064	0.99064	0.99064	0.99064	0.99064	0.99064	0.99064	0.99064	0.99064	0.99064	0.99064	0.99064	0.99064	0.99064	0.99064	0.99064	0.99064	0.99064	0.99064	0.99064	0.99064	0.99064	0.99064	0.99064	0.99064	0.99064	0.99064	0.99064	0.99064	0.99064	0.99064	0.99064	0.99064	0.99064	0.99064	0.99064	0.99064	0.99064	0.99064	0.99064	0.99064	0.99064	0.99064	0.99064	0.99064	0.99064	0.99064	0.99064	0.99064	0.99064	0.99064	0.99064	0.99064	0.99064	0.99064	0.99064	0.99064	0.99064	0.99064	0.99064	0.99064	0.99064	0.99064	0.99064	0.99064	0.99064	0.99064	0.99064	0.99064	0.99064	0.99064	0.99064	0.99064	0.99064	0.99064	0.99064	0.99064	1	1	1	0.46851	0.6833	1	0.68427	1	0.41019	0.27514	0.42079	0.7948	0.37463	1	0.39915	0.53072	0.41026	0.21056	0.12386	0.57738	0.55704	0.58173	0.39885	0.53069	0.37501	0.33418	0.16207	1	0.45964	0.51762	0.3796	1	0.12307	0.70521	1	0.7114	1	0.33965	0.258	0.39312	0.56266	0.5582	0.59038	1	0.11185	1	0.53519	0.7771	0.26161	1	0.35655	0.74554	0.96348	0.68436	0.6141	0.32226	0.66787	0.22631	1	0.74819	0.87126	0.55339	0.11222	1	0.35073	1	1	0.27427	1	0.40216	0.98274	0.29917	0.37345	0.59182	0.96167	0.73079	0.28416	1	0.22881	0.6831	0.94487	0.8138	0.96219	1	0.56809	1	0.36836	1	0.60066	0.27773	0.94053	0.78537	0.2582	0.49986	1	0.22058	0.54178	0.94221	0.2378	1
GSM546261.CEL	0.9919	0.9919	0.9919	0.9919	0.9919	0.9919	0.9919	0.9919	0.9919	0.9919	0.9919	0.9919	0.9919	0.9919	0.9919	0.9919	0.9919	0.9919	0.9919	0.9919	0.9919	0.9919	0.9919	0.9919	0.9919	0.9919	0.9919	0.9919	0.9919	0.9919	0.9919	0.9919	0.9919	0.9919	0.9919	0.9919	0.9919	0.9919	0.9919	0.9919	0.9919	0.9919	0.9919	0.9919	0.9919	0.9919	0.9919	0.9919	0.9919	0.9919	0.9919	0.9919	0.9919	0.9919	0.9919	0.9919	0.9919	0.9919	0.9919	0.9919	0.9919	0.9919	0.9919	0.9919	0.9919	0.9919	0.9919	0.9919	0.9919	0.9919	0.9919	0.9919	0.9919	0.9919	0.9919	0.9919	0.9919	0.9919	0.9919	0.9919	0.9919	0.9919	0.9919	0.9919	0.9919	0.9919	0.9919	0.9919	0.9919	0.9919	0.9919	0.9919	0.9919	0.9919	0.9919	0.9919	0.9919	0.9919	0.9919	0.9919	0.55365	1	0.21428	0.20442	0.77307	1	0.21536	1	0.44462	0.35755	0.48844	0.52799	0.21784	0.17274	0.22092	0.33016	0.50483	0.30728	0.11633	0.29415	0.97981	0.35796	0.40367	0.46818	0.18883	0.36542	0.30368	1	0.37888	0.37406	0.47069	1	0.28437	0.61234	1	0.77227	0.92559	0.5062	0.31112	0.46206	0.45198	0.65217	1	0.50329	0.21187	0.93357	0.45377	0.39463	0.20024	0.98289	0.30978	0.49416	1	0.86431	0.57297	0.38826	0.66788	0.33856	1	0	1	0.29446	0.18117	0.98485	0.47754	1	1	0.33607	0.67326	0.28189	0.58357	0.24152	0.053201	1	1	1	0.3	0.59645	0.43742	1	0.92036	0.81025	0.75921	0.81847	0.67517	0.84329	0.18902	1	0.61991	0.29358	0.58669	0.99289	0.38502	0.28938	1	0.20286	0.56741	1	0.26612	1
GSM267257.CEL	0.99327	0.99327	0.99327	0.99327	0.99327	0.99327	0.99327	0.99327	0.99327	0.99327	0.99327	0.99327	0.99327	0.99327	0.99327	0.99327	0.99327	0.99327	0.99327	0.99327	0.99327	0.99327	0.99327	0.99327	0.99327	0.99327	0.99327	0.99327	0.99327	0.99327	0.99327	0.99327	0.99327	0.99327	0.99327	0.99327	0.99327	0.99327	0.99327	0.99327	0.99327	0.99327	0.99327	0.99327	0.99327	0.99327	0.99327	0.99327	0.99327	0.99327	0.99327	0.99327	0.99327	0.99327	0.99327	0.99327	0.99327	0.99327	0.99327	0.99327	0.99327	0.99327	0.99327	0.99327	0.99327	0.99327	0.99327	0.99327	0.99327	0.99327	0.99327	0.99327	0.99327	0.99327	0.99327	0.99327	0.99327	0.99327	0.99327	0.99327	0.99327	0.99327	0.99327	0.99327	0.99327	0.99327	0.99327	0.99327	0.99327	0.99327	0.99327	0.99327	0.99327	0.99327	0.99327	0.99327	0.99327	0.99327	0.99327	0.99327	0.75568	0.83229	0.58214	0.67537	0.6169	0.66308	1	0.87905	0.7588	0.40381	0.85584	0.96823	0.57225	0.74842	0.36746	0.91708	0.38218	0.56557	0.27928	0.41482	0.57591	0.63122	0.81538	0.43672	0.52145	0.36137	0.45059	0.36196	0.55115	0.43079	0.47773	0.59879	0.66021	0.40691	0.70394	0.74493	0.93085	0.27951	0.36666	0.43253	0.45771	0.56378	0.59069	0.75943	0.34049	0.55852	0.7091	0.54541	0.33467	0.9135	0.6193	0.98813	1	0.51527	0.74746	0.8271	0.8066	0.2916	0.60918	0.24667	0.94959	0.58757	0.5128	0.86312	0.42113	0.59548	0.59564	0.43342	0.68059	0.57743	0.62548	0.30207	0.54001	0.99524	0.74712	0.59074	0.45691	0.23717	0.74052	0.59462	0.74805	0.81205	0.25516	0.88402	0.6701	1	0.38196	0.46958	0.58903	0.47628	0.74601	1	0.70496	0.63445	0.63527	0.41336	0.50393	0.8841	0.44233	0.81527
GSM1112051_PGAS_37_3A.CEL	0.99382	0.99382	0.99382	0.99382	0.99382	0.99382	0.99382	0.99382	0.99382	0.99382	0.99382	0.99382	0.99382	0.99382	0.99382	0.99382	0.99382	0.99382	0.99382	0.99382	0.99382	0.99382	0.99382	0.99382	0.99382	0.99382	0.99382	0.99382	0.99382	0.99382	0.99382	0.99382	0.99382	0.99382	0.99382	0.99382	0.99382	0.99382	0.99382	0.99382	0.99382	0.99382	0.99382	0.99382	0.99382	0.99382	0.99382	0.99382	0.99382	0.99382	0.99382	0.99382	0.99382	0.99382	0.99382	0.99382	0.99382	0.99382	0.99382	0.99382	0.99382	0.99382	0.99382	0.99382	0.99382	0.99382	0.99382	0.99382	0.99382	0.99382	0.99382	0.99382	0.99382	0.99382	0.99382	0.99382	0.99382	0.99382	0.99382	0.99382	0.99382	0.99382	0.99382	0.99382	0.99382	0.99382	0.99382	0.99382	0.99382	0.99382	0.99382	0.99382	0.99382	0.99382	0.99382	0.99382	0.99382	0.99382	0.99382	0.99382	0.59514	0.72891	0.45569	0.23593	0.69396	0.69151	1	0.87723	1	0.82507	0.65286	0.80775	0.6541	0.99659	0.62646	0.50005	0.41456	0.5432	0.40521	0.26454	0.3437	0.53519	0.83394	0.51977	0.85291	0.31153	0.92539	0.39831	0.78043	0.73052	0.43165	0.74241	0.51137	0.8694	0.51344	0.70657	0.79004	0.45551	0.26121	0.30142	0.61138	0.54154	0.4393	0.903	0.43101	0.43973	1	0.49531	0.37289	0.97343	0.5637	0.79234	0.83515	0.65788	0.62768	0.76903	0.69167	0.68315	0.43484	0.36287	0.761	0.49237	1	0.88861	0.46681	0.75612	0.52034	0.825	0.79962	0.57268	0.84905	0.43665	0.76635	0.67663	0.62011	0.55829	0.40651	0.35323	0.541	0.70144	0.7119	0.97542	0.84142	0.83562	0.64005	1	0.50476	0.54786	0.63309	0.71348	0.39873	0.79812	0.77181	0.68444	0.5077	0.27031	0.25177	0.87103	0.57515	0.78864
GSM429478.CEL	0.99614	0.99614	0.99614	0.99614	0.99614	0.99614	0.99614	0.99614	0.99614	0.99614	0.99614	0.99614	0.99614	0.99614	0.99614	0.99614	0.99614	0.99614	0.99614	0.99614	0.99614	0.99614	0.99614	0.99614	0.99614	0.99614	0.99614	0.99614	0.99614	0.99614	0.99614	0.99614	0.99614	0.99614	0.99614	0.99614	0.99614	0.99614	0.99614	0.99614	0.99614	0.99614	0.99614	0.99614	0.99614	0.99614	0.99614	0.99614	0.99614	0.99614	0.99614	0.99614	0.99614	0.99614	0.99614	0.99614	0.99614	0.99614	0.99614	0.99614	0.99614	0.99614	0.99614	0.99614	0.99614	0.99614	0.99614	0.99614	0.99614	0.99614	0.99614	0.99614	0.99614	0.99614	0.99614	0.99614	0.99614	0.99614	0.99614	0.99614	0.99614	0.99614	0.99614	0.99614	0.99614	0.99614	0.99614	0.99614	0.99614	0.99614	0.99614	0.99614	0.99614	0.99614	0.99614	0.99614	0.99614	0.99614	0.99614	0.99614	0.67346	1	0.53548	0.38893	0.64416	0.67844	0.46354	0.7128	0.72735	0.24451	0.63915	0.86251	0.64863	0.75407	0.23454	0.35735	0.40796	0.55907	0.48893	0.24407	0.24908	0.49741	0.49014	0.61674	0.58635	0.52615	0.46875	0.44471	0.68046	0.67345	0.59641	0.71231	0.71874	0.97305	0.22375	0.72144	0.81389	0.62044	0.55988	0.47377	0.64568	0.54071	0.70585	0.35738	0.59483	0.231	0.69858	0.73482	0.41476	1	0.50337	0.4222	0.83925	0.59468	0.34444	0.78263	0.67095	0.55592	0.56281	0.27774	1	0.44579	0.43362	0.7443	0.50439	0.5553	0.72047	0.52095	0.54065	0.56515	0.88445	0.60193	0.1997	0.76651	0.40999	0.86227	0.54285	0.43598	0.9898	0.25413	0.60991	0.93428	0.4624	0.87608	0.76657	0.63977	0.41315	0.86204	0.96938	0.69061	0.68096	0.58505	0.39512	0.51311	0.81494	0.34096	0.35269	0.52882	0.55975	0.42098
GSM591603.CEL	0.99632	0.99632	0.99632	0.99632	0.99632	0.99632	0.99632	0.99632	0.99632	0.99632	0.99632	0.99632	0.99632	0.99632	0.99632	0.99632	0.99632	0.99632	0.99632	0.99632	0.99632	0.99632	0.99632	0.99632	0.99632	0.99632	0.99632	0.99632	0.99632	0.99632	0.99632	0.99632	0.99632	0.99632	0.99632	0.99632	0.99632	0.99632	0.99632	0.99632	0.99632	0.99632	0.99632	0.99632	0.99632	0.99632	0.99632	0.99632	0.99632	0.99632	0.99632	0.99632	0.99632	0.99632	0.99632	0.99632	0.99632	0.99632	0.99632	0.99632	0.99632	0.99632	0.99632	0.99632	0.99632	0.99632	0.99632	0.99632	0.99632	0.99632	0.99632	0.99632	0.99632	0.99632	0.99632	0.99632	0.99632	0.99632	0.99632	0.99632	0.99632	0.99632	0.99632	0.99632	0.99632	0.99632	0.99632	0.99632	0.99632	0.99632	0.99632	0.99632	0.99632	0.99632	0.99632	0.99632	0.99632	0.99632	0.99632	0.99632	1	0.97472	0.7226	0.40889	0.32159	1	1	0.9592	0.66633	0.26664	0.50182	0.57713	0.64682	0.27975	0.37122	0.16463	0.15796	0.33472	0.18185	0.82186	0.58871	0.48597	1	0.46957	1	0.18763	0.21538	1	0.77274	0.93578	0.44007	0.71648	0.27133	0.74303	0.93482	0.59985	1	0.27049	0.47286	0.53774	0.56378	0.48206	0.41233	1	0.36344	0.78334	0.49247	0.56668	0.23081	0.76139	0.8281	0.36635	0.86698	0.44446	0.51993	0.45139	0.83	0.41681	0.69667	0.2279	0.99492	0.37287	0.44385	0.81353	0.2872	0.68683	0.88794	0.40221	1	0.22644	0.63166	0.31249	0.19924	0.67429	1	1	0.29202	0.77165	0.56405	0.88984	0.86605	0.85691	0.73911	1	1	1	0.30249	0.73248	0.73384	0.36345	0.76929	0.53205	0.45431	0.27192	0.92445	0.34864	0.60074	1	0.36412	0.64069
GSM897999_MHH0110_Pae_G1a.CEL	0.99676	0.99676	0.99676	0.99676	0.99676	0.99676	0.99676	0.99676	0.99676	0.99676	0.99676	0.99676	0.99676	0.99676	0.99676	0.99676	0.99676	0.99676	0.99676	0.99676	0.99676	0.99676	0.99676	0.99676	0.99676	0.99676	0.99676	0.99676	0.99676	0.99676	0.99676	0.99676	0.99676	0.99676	0.99676	0.99676	0.99676	0.99676	0.99676	0.99676	0.99676	0.99676	0.99676	0.99676	0.99676	0.99676	0.99676	0.99676	0.99676	0.99676	0.99676	0.99676	0.99676	0.99676	0.99676	0.99676	0.99676	0.99676	0.99676	0.99676	0.99676	0.99676	0.99676	0.99676	0.99676	0.99676	0.99676	0.99676	0.99676	0.99676	0.99676	0.99676	0.99676	0.99676	0.99676	0.99676	0.99676	0.99676	0.99676	0.99676	0.99676	0.99676	0.99676	0.99676	0.99676	0.99676	0.99676	0.99676	0.99676	0.99676	0.99676	0.99676	0.99676	0.99676	0.99676	0.99676	0.99676	0.99676	0.99676	0.99676	0.40861	1	1	0.2066	0.74691	1	0.91443	1	0.40956	0.23838	0.33033	0.67305	0.49479	0.27366	0.14174	0.077297	0.38544	0.34284	0.13541	0.3908	0.7093	0.60933	0.52746	0.25111	0.69587	0.60215	0.282	1	0.4551	0.62366	0.3496	1	0.39524	0.58367	1	0.82983	1	0.37318	0.7423	0.4207	0.36189	0.65683	1	1	0.29711	0.64382	0.49844	0.97468	0.21736	1	0.40087	0.3678	0.79158	0.84855	0.4662	0.36826	0.76928	0.29139	1	0.41708	1	0.31165	0.33511	1	0.17968	0.82582	0.894	0.3545	1	0.26618	0.79853	0.20093	0.29057	1	0.86607	0.67698	0.28518	1	0.51567	0.65166	0.94798	0.83567	0.84801	1	0.80564	0.83894	0.26299	0.8761	0.80967	0.26348	0.53955	1	0.34277	0.28849	1	0.19747	0.2761	0.95389	0.39909	0.91717
GSM2026894_L-Glu.CEL	0.99929	0.99929	0.99929	0.99929	0.99929	0.99929	0.99929	0.99929	0.99929	0.99929	0.99929	0.99929	0.99929	0.99929	0.99929	0.99929	0.99929	0.99929	0.99929	0.99929	0.99929	0.99929	0.99929	0.99929	0.99929	0.99929	0.99929	0.99929	0.99929	0.99929	0.99929	0.99929	0.99929	0.99929	0.99929	0.99929	0.99929	0.99929	0.99929	0.99929	0.99929	0.99929	0.99929	0.99929	0.99929	0.99929	0.99929	0.99929	0.99929	0.99929	0.99929	0.99929	0.99929	0.99929	0.99929	0.99929	0.99929	0.99929	0.99929	0.99929	0.99929	0.99929	0.99929	0.99929	0.99929	0.99929	0.99929	0.99929	0.99929	0.99929	0.99929	0.99929	0.99929	0.99929	0.99929	0.99929	0.99929	0.99929	0.99929	0.99929	0.99929	0.99929	0.99929	0.99929	0.99929	0.99929	0.99929	0.99929	0.99929	0.99929	0.99929	0.99929	0.99929	0.99929	0.99929	0.99929	0.99929	0.99929	0.99929	0.99929	1	1	0.46861	0.6097	0.51055	1	0.33623	1	0.44345	0.10338	0.34499	0.6321	0.45697	1	0.62662	0.73888	0.41075	0.21926	0.15048	0.60019	0.87823	0.60588	0.45117	0.41943	0.47035	0.39788	0.093878	1	0.39926	0.47518	0.3124	1	0.058684	0.67011	1	0.79174	1	0.33971	0.34233	0.39726	0.41319	0.65473	0.94604	1	0.042167	1	0.43922	0.89986	0.17203	1	0.50526	0.70532	1	0.96488	0.68655	0.20294	0.69981	0.29512	1	0.84699	1	0.70797	0.19671	1	0.39627	0.95778	0.92842	0.22088	1	0.12713	0.82849	0.22851	0.23617	0.6342	1	0.7617	0.28904	0.99102	0.084913	0.65007	1	0.90457	0.88487	1	0.62755	0.97568	0.2546	1	0.63305	0.28806	0.66917	1	0.32728	0.45202	1	0.20389	0.51551	0.96618	0.32656	1
GSM546273.CEL	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.9998	0.54767	1	0.21505	0.17816	0.60267	1	1	1	0.45352	0.31363	0.43065	0.51392	0.4579	0.17276	0.23702	0.23454	0.50075	0.39002	0.15651	0.25875	0.92867	0.30605	0.28254	0.36309	0.068452	0.28817	0.29486	1	0.34768	0.37427	0.52656	0.96781	0.27468	0.78506	1	0.88694	0.95289	0.34567	0.37923	0.39548	0.47309	0.99972	1	0.35584	0.23652	0.91446	0.42014	0.40643	0.2588	1	0.22224	0.74249	1	0.86287	0.92751	0.34758	0.4715	0.34816	1	0.050742	1	0.30171	0.15797	1	0.44456	0.99815	1	0.39656	0.73931	0.34444	0.95702	0.21794	0.10856	0.83745	1	1	0.2563	0.61987	0.45563	0.68488	1	1	0.81675	0.97254	0.57894	0.8386	0.23678	0.76442	0.62338	0.26599	0.59712	1	0.39601	0.18636	1	0.23931	0.31808	0.92369	0.25954	1
